id,name,category,description,eligibility,address,lat,lng,hours,phone,website,walk_in,last_verified
2076, Peer Support Warmline,mental_health,"Non-crisis phone support staffed by people with lived mental health experience. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free; open to anyone; not for emergencies,"7900 Hillcroft Ave, Houston, TX, 77058",29.84828,-95.491884,Mon-Fri 08:00-18:00,713-614-4986,,FALSE,7/5/2026
2077, Community Mental Health Center,mental_health,"Outpatient mental health services including therapy and medication management on a sliding scale. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Sliding scale; no insurance required,"9628 Broadway St, Houston, TX, 77061",29.776442,-95.416673,Mon-Fri 10:00-19:00,713-763-6419,,FALSE,7/5/2026
2078, Telehealth Counseling Program,mental_health,"Free or low-cost video counseling sessions for residents in areas with limited in-person access. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Sliding scale; internet access required,"7534 Telephone Rd, Houston, TX, 77040",29.685821,-95.483603,Mon-Fri 08:00-18:00,713-523-2958,,TRUE,7/5/2026
2079, LGBTQ+ Affirming Counseling Center,mental_health,"Therapy services from clinicians trained in LGBTQ+ affirming care. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Sliding scale; open to all ages,"3238 Cullen Blvd, Houston, TX, 77095",29.75566,-95.302424,Mon-Sat 08:00-16:00,713-811-5636,,TRUE,7/5/2026
2080, Postpartum Support Program,mental_health,"Free counseling and support groups for new parents experiencing postpartum depression or anxiety. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",New parents; free and confidential,"3280 Gessner Rd, Houston, TX, 77030",29.718664,-95.42912,Mon-Fri 10:00-19:00,713-746-3073,,FALSE,7/5/2026
2081, School-Based Mental Health Program,mental_health,"On-campus counseling services for students during the school day. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Currently enrolled students; parental consent required,"845 Oak Ave, Houston, TX, 77071",29.698041,-95.236573,Mon-Fri 10:00-19:00,713-970-9042,,TRUE,7/5/2026
2082, Trauma Recovery Center,mental_health,"Specialized counseling for survivors of violent crime and traumatic events. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Survivors of violent crime; free services often available,"300 Gessner Rd, Houston, TX, 77061",29.754014,-95.417588,Mon-Fri 09:00-17:00,713-458-8827,,TRUE,7/5/2026
2083, Faith-Based Counseling Center,mental_health,"Low-cost counseling integrating mental health support with spiritual care, open to all faiths. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.","Sliding scale; open to all, regardless of faith background","1170 Wayside Dr, Houston, TX, 77063",29.632625,-95.330966,Mon-Fri 09:00-17:00,713-355-3444,,FALSE,7/5/2026
2084, Senior Services Center,other,"Meal delivery, transportation assistance, and social programs for adults 60 and older. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Ages 60+; free or low-cost depending on program,"1495 Airline Dr, Houston, TX, 77016",29.777822,-95.394948,Mon-Sat 08:00-16:00,713-833-4697,,FALSE,7/5/2026
2085, Veterans Resource Hub,other,"One-stop center connecting veterans to benefits, housing assistance, job placement, and counseling. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Must be a veteran or active military family member,"7481 Lockwood Dr, Houston, TX, 77039",29.86845,-95.222791,24/7,713-782-1986,,TRUE,7/5/2026
2086, Disability Resource Center,other,"Independent living skills training, equipment loans, and advocacy for people with disabilities. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Individuals with disabilities; no income requirement,"3504 Cullen Blvd, Houston, TX, 77034",29.808528,-95.472683,Mon-Fri 08:00-18:00,713-765-2229,,TRUE,7/5/2026
2087, Refugee Resettlement Agency,other,"Case management, English classes, and job placement help for newly arrived refugees. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Must have refugee or asylee status,"143 Griggs Rd, Houston, TX, 77058",29.817211,-95.378826,Mon-Fri 09:00-17:00,713-437-5720,,FALSE,7/5/2026
2088, Reentry Support Program,other,"Case management, job placement, and housing help for people recently released from incarceration. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Must have been recently incarcerated,"7538 Elm St, Houston, TX, 77088",29.680427,-95.440434,Mon-Fri 10:00-19:00,713-803-4241,,FALSE,7/5/2026
2089, Transportation Assistance Program,other,"Free or low-cost rides to medical appointments for people without reliable transportation. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Income-based; medical appointments prioritized,"1980 Airline Dr, Houston, TX, 77083",29.655097,-95.44011,Mon-Fri 08:00-18:00,713-273-1977,,TRUE,7/5/2026
2090, Interpreter & Translation Services,other,"Free interpretation services for non-English speakers accessing local health and social services. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free; open to anyone needing language access,"5139 Gessner Rd, Houston, TX, 77057",29.647706,-95.313197,Mon-Fri 10:00-19:00,713-612-5460,,FALSE,7/5/2026
2091, Community Resource Navigator Hotline,other,"Phone service that helps callers figure out which local program fits their specific need. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free; open to anyone; similar to 211,"7272 Elm St, Houston, TX, 77077",29.622358,-95.390191,24/7,713-818-5102,,TRUE,7/5/2026
2092, Clothing Closet,other,"Free clothing, shoes, and interview attire for individuals and families in need. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",No documentation required; open to all,"1596 Airline Dr, Houston, TX, 77087",29.861188,-95.34724,Mon-Fri 09:00-17:00,713-983-5415,,TRUE,7/5/2026
2093, Computer & Internet Access Center,other,"Free computer and internet access, plus digital literacy classes. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free; open to all; ID may be requested for equipment loans,"2970 Hillcroft Ave, Houston, TX, 77067",29.805853,-95.244978,Mon-Fri 08:00-18:00,713-799-8141,,FALSE,7/5/2026
2094, Prescription Eyeglasses Assistance Program,other,"Free or low-cost eye exams and prescription glasses for uninsured residents. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",No insurance required; income-based discount on glasses,"1594 Hillcroft Ave, Houston, TX, 77045",29.732904,-95.423483,Mon-Fri 09:00-17:00,713-364-6403,,FALSE,7/5/2026
2095, Home Repair Assistance Program,other,"Free minor home repairs and accessibility modifications for low-income homeowners. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Homeowners; income-based; seniors and people with disabilities prioritized,"8217 Gessner Rd, Houston, TX, 77085",29.893958,-95.27573,Mon-Sat 08:00-16:00,713-237-8451,,TRUE,7/5/2026
2096, Pet Food & Vet Care Assistance Program,other,"Free pet food and low-cost veterinary care for low-income pet owners. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Income-based; proof of pet ownership,"5253 Telephone Rd, Houston, TX, 77042",29.645176,-95.288036,Mon-Sat 08:00-16:00,713-201-9889,,FALSE,7/5/2026
2097, Community ID Program,other,"Helps residents without government ID obtain a recognized community identification card. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.","Open to all residents, including those without other forms of ID","6870 Oak Ave, Houston, TX, 77025",29.765932,-95.33301,"Tue,Thu 09:00-13:00",713-840-8242,,TRUE,7/5/2026
