id,name,category,description,eligibility,address,lat,lng,hours,phone,website,walk_in,last_verified
1072,SALVATION ARMY ADULT REHAB CTR,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"2118 Washington Ave, Houston, TX, 77007-6137",29.76847308,-95.3799893,Call to confirm hours,713-869-3551,www.salvationarmyhouston.org,,2026-07-05
1073,Legacy Greater Third Ward Cleburne,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"2222 Cleburne St, Houston, TX, 77004-5177",29.72962149,-95.37088253,Call to confirm hours,832-548-5000,https://legacycommunityhealth.org,,2026-07-05
1074,Legacy Gulfton Dashwood Ste 100,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"5420 Dashwood Dr, Suite 100, Houston, TX, 77081-5333",29.70797527,-95.47503757,Call to confirm hours,832-548-5000,,,2026-07-05
1075,Legacy Montrose Clinic,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"1415 California St, Houston, TX, 77006-2602",29.74490602,-95.39424591,Call to confirm hours,713-830-3000,www.legacycommunityhealth.org,,2026-07-05
1076,YES Prep - East End,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. This location operates as a school-based site. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"8329 Lawndale St, Houston, TX, 77012-3707",29.71610471,-95.27474101,Call to confirm hours,832-548-5000,,,2026-07-05
1077,YES Prep Northline,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. This location operates as a school-based site. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"5815 Airline Dr, Houston, TX, 77076-4933",29.85185915,-95.38540853,Call to confirm hours,832-548-5000,,,2026-07-05
1078,YES Prep - Brays Oaks,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. This location operates as a school-based site. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"9000 W Bellfort Ave, Houston, TX, 77031-2410",29.65716887,-95.53425881,Call to confirm hours,832-548-5000,,,2026-07-05
1079,Lord of the Streets,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"3401 Fannin St, Houston, TX, 77004-3806",29.73950795,-95.3770594,Call to confirm hours,713-526-0311,,,2026-07-05
1080,STAR OF HOPE MEN'S SHELTER,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"1811 Ruiz St, Houston, TX, 77002-1321",29.760556,-95.35132998,Call to confirm hours,713-226-5424,www.sohmission.org,,2026-07-05
1081,Reed Family Clinic,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"2605 Reed Rd, Houston, TX, 77051-2560",29.65772476,-95.3905251,Call to confirm hours,713-286-6125,,,2026-07-05
1082,HACS: Main Campus,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"2150 W 18th St, Houston, TX, 77008-5200",29.80135684,-95.43699362,Call to confirm hours,713-426-0027,www.avenue360.org,,2026-07-05
1083,Denver Harbor Family Health Center,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"424B Hahlo St, Houston, TX, 77020-3022",29.780631,-95.30952604,Call to confirm hours,713-674-3326,www.denverharborclinic.org,,2026-07-05
1084,Star of Hope Cornerstone Community,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"2575 Reed Rd, Houston, TX, 77051-2216",29.6595233,-95.39309114,Call to confirm hours,713-497-0930,,,2026-07-05
1085,Spring Branch CHC - Memorial Clinic,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"902 Frostwood Dr, Suite 108, Houston, TX, 77024-2421",29.78020385,-95.54688028,Call to confirm hours,713-827-4744,www.sbchc.net,,2026-07-05
1086,Avenue 360 Health and Wellness Midtown,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"2920 Fannin St, Houston, TX, 77002-9222",29.74264295,-95.37536173,Call to confirm hours,713-426-0027,https://avenue360.org/,,2026-07-05
1087,Bee Busy Wellness Center - North,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"13201 Northwest Fwy, Suite 500, Houston, TX, 77040-6025",29.84828971,-95.50680984,Call to confirm hours,713-771-2292,https:\\mybbwc.org,,2026-07-05
1088,Spring Branch CHC - NAM Clinic,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"15555 Kuykendahl Rd, Houston, TX, 77090-3607",30.00417505,-95.46146802,Call to confirm hours,713-462-6565,www.sbchc.net,,2026-07-05
1089,Yes Prep - Southeast,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. This location operates as a school-based site. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"353 Crenshaw Rd, Houston, TX, 77034-1543",29.63846899,-95.20719839,Call to confirm hours,832-548-5000,,,2026-07-05
1090,Spring Branch CHC- Pitner Clinic,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"8575 Pitner Rd, Houston, TX, 77080-2010",29.82837205,-95.50161985,Call to confirm hours,713-462-6545,,,2026-07-05
1091,HOPE Clinic Alief,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"13930 Bellaire Blvd, Houston, TX, 77083-1719",29.70472795,-95.62829002,Call to confirm hours,713-773-0803,www.hopechc.org,,2026-07-05
1092,Green Valley Elementary,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. This location operates as a school-based site. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"13350 Woodforest Blvd, Houston, TX, 77015-2826",29.79146732,-95.18853699,Call to confirm hours,832-548-5000,,,2026-07-05
1093,EL CENTRO DE CORAZON - MAGNOLIA,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"7037 Capitol St, Houston, TX, 77011-4699",29.73459477,-95.30105247,Call to confirm hours,713-660-1880,"www.elcentrodecorazon,org",,2026-07-05
1094,Scarsdale Integrated Health Clinic,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"10851 Scarsdale Blvd, Suite 160, Houston, TX, 77089-5737",29.58473497,-95.21599803,Call to confirm hours,281-824-1480,www..mychn.org,,2026-07-05
1095,YES Prep North Central,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. This location operates as a school-based site. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"13703 Aldine Westfield Rd, Houston, TX, 77039-2001",29.91363951,-95.35616131,Call to confirm hours,832-548-5000,,,2026-07-05
1096,YES Prep - White Oak,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. This location operates as a school-based site. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"5620 W Tidwell Rd, Houston, TX, 77091",29.84900708,-95.47163401,Call to confirm hours,832-548-5000,https://legacycommunityhealth.org,,2026-07-05
1097,Legacy Santa Clara Clinic,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"5616 Lawndale St STE A108, Houston, TX, 77023-3821",29.72637828,-95.31686913,Call to confirm hours,832-548-5000,www.legacycommunityhealth.org,,2026-07-05
1098,KIPP Southwest Campus,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. This location operates as a school-based site. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"10711 Kipp Way Dr, Houston, TX, 77099-2675",29.66998677,-95.5655736,Call to confirm hours,832-328-1051,www.legacycommunityhealth.org,,2026-07-05
1099,KIPP Third Ward Campus,health,"Federally supported community health center offering primary care services. Serves patients regardless of insurance status or ability to pay, with services often available on a sliding fee scale. This location operates as a school-based site. Designated as a Federally Qualified Health Center (FQHC).",Uninsured and underinsured accepted; sliding fee scale based on income,"5400 Martin Luther King Blvd, Houston, TX, 77021-3010",29.70233974,-95.33572925,Call to confirm hours,832-328-1051,www.legacycommunityhealth.org,,2026-07-05
2000,Foothill Nourish Network,food,"Weekly grocery distribution including fresh produce and canned goods for families in need. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",No documentation required; once per week per household,"1924 Main St, Houston, TX, 77095",29.692909,-95.452837,Mon-Fri 10:00-19:00,713-304-9935,,1.0,2026-07-05
2001,Threshold Nourish Network,food,"Large-scale food distribution center serving individuals and partner pantries across the metro area. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Open to all residents; ID recommended not required,"9774 Griggs Rd, Houston, TX, 77005",29.619339,-95.454209,Mon-Sat 08:00-16:00,713-816-1434,,1.0,2026-07-05
2002,Hearth Meal Share Center,food,"Rotating mobile food distribution bringing groceries directly to underserved neighborhoods. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",No documentation required; check schedule for rotating locations,"9028 Griggs Rd, Houston, TX, 77029",29.745163,-95.436343,Mon-Fri 09:00-17:00,713-977-3615,,0.0,2026-07-05
2003,Lighthouse Community Pantry,food,"Home-delivered meals for homebound seniors who can't shop or cook for themselves. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Ages 60+; homebound status required,"5674 Telephone Rd, Houston, TX, 77020",29.674994,-95.290752,Mon-Fri 09:00-17:00,713-294-7224,,1.0,2026-07-05
2004,Harbor Grocery Assistance Program,food,"Weekend food backpacks for children who rely on school meals during the week. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",School-age children enrolled in a partner school district,"5981 Broadway St, Houston, TX, 77078",29.689756,-95.506765,"Tue,Thu 09:00-13:00",713-749-3045,,0.0,2026-07-05
2005,Mosaic Food Collective,food,"Free-access refrigerators stocked with perishable food, available any time with no sign-up. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free; open to anyone; no questions asked,"1391 Gessner Rd, Houston, TX, 77081",29.795956,-95.261288,Mon-Sat 08:00-16:00,713-396-2139,,1.0,2026-07-05
2006,Alcove Food Collective,food,"Weekly food pantry operated by a local congregation, open to the surrounding community. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",No documentation required; open to all,"3833 Gessner Rd, Houston, TX, 77011",29.866995,-95.259855,"Tue,Thu 09:00-13:00",713-484-8428,,0.0,2026-07-05
2007,Gateway Community Pantry,food,"Seasonal meal and grocery assistance around major holidays for low-income households. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Income-based; registration required in advance,"2764 Broadway St, Houston, TX, 77046",29.673252,-95.439707,Mon-Fri 10:00-19:00,713-863-2169,,1.0,2026-07-05
2008,Haven Meal Share Center,food,"Nutrition assistance, breastfeeding support, and food vouchers for pregnant women, new mothers, and young children. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.","Pregnant women, new mothers, or children under 5; income-based","8851 Airline Dr, Houston, TX, 77021",29.749078,-95.438816,Mon-Fri 10:00-19:00,713-904-4598,,0.0,2026-07-05
2009,Harbor Community Pantry,food,"Provides vouchers usable at local farmers markets for fresh produce. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Income-based; SNAP recipients prioritized,"1016 Airline Dr, Houston, TX, 77005",29.851914,-95.399451,Mon-Fri 09:00-17:00,713-416-6155,,1.0,2026-07-05
2010,Harbor Food Collective,food,"Volunteer-run garden distributing fresh produce to neighborhood residents. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free; open to all,"8279 Wayside Dr, Houston, TX, 77083",29.748056,-95.440336,Mon-Fri 08:00-18:00,713-962-9830,,0.0,2026-07-05
2011,Serenity Nourish Network,food,"One-time emergency food boxes for households facing a sudden crisis. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Once per household per emergency; ID requested,"9677 Griggs Rd, Houston, TX, 77075",29.73022,-95.454004,Mon-Fri 08:00-18:00,713-721-9085,,1.0,2026-07-05
2012,Serenity Grocery Assistance Program,food,"On-campus food pantry for students facing food insecurity. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Currently enrolled students only,"871 Bissonnet St, Houston, TX, 77020",29.798634,-95.282176,"Tue,Thu 09:00-13:00",713-810-2040,,0.0,2026-07-05
2013,Lighthouse Nourish Network,food,"Redistributes surplus grocery store food to community members. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free; open to all; while supplies last,"6352 Lockwood Dr, Houston, TX, 77068",29.685824,-95.353832,Mon-Fri 09:00-17:00,713-896-2876,,0.0,2026-07-05
2014,Kindred Overnight Shelter Program,shelter,"Overnight emergency shelter beds for individuals and families experiencing homelessness, with meals provided. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Open to all; families with children given priority,"5673 Bissonnet St, Houston, TX, 77038",29.74083,-95.383683,Mon-Fri 10:00-19:00,713-936-5315,,1.0,2026-07-05
2015,Alcove Emergency Shelter,shelter,"Shelter specifically for families with children experiencing homelessness, including case management. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Families with children under 18,"8417 Bissonnet St, Houston, TX, 77081",29.699933,-95.328115,Mon-Sat 08:00-16:00,713-403-3504,,0.0,2026-07-05
2016,Horizon Overnight Shelter Program,shelter,"Short-term shelter for unaccompanied youth and teens experiencing homelessness. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Ages 12-24; unaccompanied minors accepted with intake process,"2746 Main St, Houston, TX, 77077",29.707647,-95.513957,24/7,713-514-4923,,1.0,2026-07-05
2017,Evergreen Overnight Shelter Program,shelter,"Confidential emergency shelter for survivors of domestic violence and their children. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Survivors of domestic violence; confidential intake,"4046 Elm St, Houston, TX, 77011",29.829972,-95.274993,Mon-Sat 08:00-16:00,713-984-3060,,1.0,2026-07-05
2018,Beacon Family Housing Center,shelter,"Seasonal overnight shelter open during cold weather months with beds and hot meals. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Open to all; seasonal Nov-Mar only,"7887 Fondren Rd, Houston, TX, 77034",29.768702,-95.337822,Mon-Fri 08:00-18:00,713-752-4295,,0.0,2026-07-05
2019,Anchor Refuge House,shelter,"Longer-term supportive housing helping individuals move from homelessness to stability. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Referral required; program length 6-24 months,"6637 Broadway St, Houston, TX, 77057",29.880284,-95.384354,Mon-Fri 08:00-18:00,713-430-2049,,0.0,2026-07-05
2020,Compass Refuge House,shelter,"Daytime drop-in center offering showers, storage, meals, and case management for people experiencing homelessness. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Open to all; no overnight beds,"444 Airline Dr, Houston, TX, 77076",29.676465,-95.498502,Mon-Fri 10:00-19:00,713-260-4750,,1.0,2026-07-05
2021,Horizon Housing Crisis Center,shelter,"Transitional and permanent supportive housing specifically for veterans experiencing homelessness. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Must be a veteran; discharge status verified at intake,"614 Antoine Dr, Houston, TX, 77010",29.764647,-95.436257,"Tue,Thu 09:00-13:00",713-419-9834,,1.0,2026-07-05
2022,Bridgepoint Emergency Shelter,shelter,"Short-term rental assistance and case management to quickly move families out of homelessness. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Households currently experiencing homelessness; income-based,"9455 Hillcroft Ave, Houston, TX, 77032",29.845786,-95.277551,Mon-Fri 08:00-18:00,713-296-2588,,0.0,2026-07-05
2023,Kindred Emergency Shelter,shelter,"Additional shelter capacity activated during extreme weather or capacity emergencies. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Open to all when activated; call ahead to confirm activation,"5904 Griggs Rd, Houston, TX, 77053",29.750507,-95.301077,Mon-Fri 10:00-19:00,713-869-2612,,1.0,2026-07-05
2024,Evergreen Emergency Shelter,shelter,"Connects homeless youth with vetted host families for temporary housing. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Ages 18-24; application and screening required,"6696 Antoine Dr, Houston, TX, 77014",29.684997,-95.462737,"Tue,Thu 09:00-13:00",713-343-7912,,1.0,2026-07-05
2025,Haven Refuge House,shelter,"Sober living transitional housing for individuals in recovery from substance use. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Must be in active recovery; sobriety requirement,"4663 Lockwood Dr, Houston, TX, 77032",29.872746,-95.497185,Mon-Sat 08:00-16:00,713-300-1828,,1.0,2026-07-05
2026,Threshold Refuge House,shelter,"Short-term hotel vouchers for families in crisis awaiting shelter bed availability. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Referral through 211 or partner agency required,"1628 Airline Dr, Houston, TX, 77022",29.732324,-95.375392,"Tue,Thu 09:00-13:00",713-260-3697,,0.0,2026-07-05
2027,Lighthouse Emergency Shelter,shelter,"Shelter and support services specifically for LGBTQ+ youth experiencing homelessness. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Ages 18-24; LGBTQ+ identifying youth,"135 Wayside Dr, Houston, TX, 77034",29.888355,-95.284261,24/7,713-633-8973,,1.0,2026-07-05
2028,Compass Legal Advocacy Group,legal,"Free legal representation and advice for low-income residents on housing, eviction defense, and family law matters. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Household income under 125% federal poverty line,"3211 Gessner Rd, Houston, TX, 77028",29.901013,-95.346046,Mon-Sat 08:00-16:00,713-262-6138,,1.0,2026-07-05
2029,Beacon Legal Services Collective,legal,"Free consultations on immigration status, asylum applications, and family reunification cases. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",No income requirement; appointment preferred,"921 Hillcroft Ave, Houston, TX, 77065",29.886216,-95.360462,Mon-Fri 09:00-17:00,713-720-2312,,1.0,2026-07-05
2030,Harbor Legal Advocacy Group,legal,"Free phone consultations for renters facing eviction, unsafe housing conditions, or landlord disputes. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free; open to all renters,"1222 Elm St, Houston, TX, 77087",29.868946,-95.398667,Mon-Sat 08:00-16:00,713-452-1651,,1.0,2026-07-05
2031,Beacon Legal Advocacy Group,legal,"Monthly walk-in clinic offering free advice on custody, divorce, and child support matters. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free; walk-in; no income requirement,"6968 Antoine Dr, Houston, TX, 77034",29.671678,-95.304942,Mon-Fri 08:00-18:00,713-471-7484,,1.0,2026-07-05
2032,Anchor Justice Clinic,legal,"Free help filing paperwork to clear or seal eligible criminal records. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Eligibility depends on offense type and time elapsed,"5015 Lockwood Dr, Houston, TX, 77041",29.889105,-95.23908,Mon-Fri 09:00-17:00,713-669-2638,,1.0,2026-07-05
2033,Riverside Legal Aid Center,legal,"Free legal help with disability benefits denials, accessibility complaints, and discrimination cases. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Individuals with disabilities; no income requirement,"8908 Cullen Blvd, Houston, TX, 77065",29.68996,-95.239822,Mon-Fri 09:00-17:00,713-450-7054,,0.0,2026-07-05
2034,Bridgepoint Justice Clinic,legal,"Free legal assistance for veterans on benefits appeals, discharge upgrades, and housing issues. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Must be a veteran,"2684 Lockwood Dr, Houston, TX, 77070",29.821462,-95.336297,Mon-Fri 10:00-19:00,713-741-1128,,0.0,2026-07-05
2035,Bridgepoint Rights & Advocacy Center,legal,"Free legal help obtaining protective orders and navigating family court for survivors of abuse. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Survivors of domestic violence; free and confidential,"1797 Westheimer Rd, Houston, TX, 77034",29.645029,-95.487689,Mon-Sat 08:00-16:00,713-359-5462,,0.0,2026-07-05
2036,Unity Legal Advocacy Group,legal,"Free guidance navigating the small claims court process, no attorney required. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free; open to anyone with a small claims matter,"3550 Antoine Dr, Houston, TX, 77027",29.816649,-95.263926,Mon-Sat 08:00-16:00,713-700-5114,,1.0,2026-07-05
2037,Mosaic Legal Services Collective,legal,"Free legal consultations for seniors on wills, guardianship, and elder abuse matters. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Ages 60+,"1612 Griggs Rd, Houston, TX, 77036",29.623626,-95.419733,Mon-Fri 08:00-18:00,713-852-5291,,1.0,2026-07-05
2038,Unity Legal Services Collective,legal,"Free legal help responding to debt collection lawsuits and understanding consumer rights. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Income-based; no cost consultation,"7339 Griggs Rd, Houston, TX, 77072",29.613301,-95.497227,Mon-Fri 10:00-19:00,713-352-9938,,1.0,2026-07-05
2039,Bridgepoint Legal Aid Center,legal,"Free consultations on wage theft, wrongful termination, and workplace discrimination. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Open to all workers; income-based for full representation,"6149 Westheimer Rd, Houston, TX, 77056",29.648634,-95.427322,Mon-Fri 09:00-17:00,713-566-4441,,1.0,2026-07-05
2040,Foothill Legal Aid Center,legal,"Free help navigating guardianship and custody paperwork for kinship caregivers. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Kinship caregivers raising a relative's child,"1784 Broadway St, Houston, TX, 77072",29.87564,-95.397887,Mon-Sat 08:00-16:00,713-967-3532,,1.0,2026-07-05
2041,Haven Legal Services Collective,legal,"Free recurring community workshops explaining tenant, immigration, and consumer rights. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free; open to the public; no registration required,"2762 Fondren Rd, Houston, TX, 77053",29.617836,-95.298831,24/7,713-621-5065,,0.0,2026-07-05
2042,Guiding Star Relief Fund,financial,"Free one-on-one financial counseling covering budgeting, debt reduction, and credit repair. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free; no income requirement; appointment recommended,"2708 Bissonnet St, Houston, TX, 77049",29.87205,-95.262222,Mon-Fri 08:00-18:00,713-404-8541,,0.0,2026-07-05
2043,Mosaic Economic Support Program,financial,"One-time financial assistance to prevent utility shutoff for qualifying low-income households. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Income under 150% federal poverty line; shutoff notice required,"5100 Airline Dr, Houston, TX, 77029",29.617499,-95.461861,24/7,713-485-2137,,0.0,2026-07-05
2044,Evergreen Economic Support Program,financial,"Emergency rental assistance grants for households at risk of eviction due to job loss or medical hardship. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Proof of income loss or hardship required,"5853 Wayside Dr, Houston, TX, 77087",29.904745,-95.358935,Mon-Fri 09:00-17:00,713-318-5279,,1.0,2026-07-05
2045,Riverside Relief Fund,financial,"Free job placement, resume help, and career counseling services, including for those with unstable housing. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free; open to all residents,"9612 Telephone Rd, Houston, TX, 77005",29.642921,-95.389431,Mon-Fri 10:00-19:00,713-521-8149,,1.0,2026-07-05
